geneID,variable,value
NOP4,goF,GO:0003723
NAR1,goF,GO:0051539
NAR1,goF,GO:0008901
NAR1,goF,GO:0051536
NAR1,goF,GO:0046872
IMP3,goF,GO:0019843
IMP3,goF,GO:0030515
EBP2,goF,GO:0042802
EBP2,goF,GO:0003729
UTP4,goF,GO:0003674
UTP21,goF,GO:0003674
UTP11,goF,GO:0003674
NOP15,goF,GO:0003723
NOP15,goF,GO:0019843
NOC4,goF,GO:0003674
UTP10,goF,GO:0030515
UTP10,goF,GO:0034511
MAK16,goF,GO:0003674
RSP5,goF,GO:0035091
RSP5,goF,GO:0043130
RSP5,goF,GO:0061630
RSP5,goF,GO:0004842
KAP95,goF,GO:0097718
KAP95,goF,GO:0005085
KAP95,goF,GO:0061676
KAP95,goF,GO:0061608
KAP95,goF,GO:0008139
KAP95,goF,GO:0044877
KAP95,goF,GO:0031267
DRS2,goF,GO:0005524
DRS2,goF,GO:0016887
DRS2,goF,GO:0140326
DRS2,goF,GO:0000287
DRS2,goF,GO:0140345
DRS2,goF,GO:0090555
DRS2,goF,GO:0140346
CKB2,goF,GO:0019887
CKB2,goF,GO:0030291
UTP7,goF,GO:0003674
NOP7,goF,GO:0070180
NOP7,goF,GO:0003729
NOP7,goF,GO:0043021
NOP7,goF,GO:0003723
BRX1,goF,GO:0008097
BRX1,goF,GO:0003723
BRX1,goF,GO:0042134
TSR1,goF,GO:0005525
TSR1,goF,GO:0003924
TSR1,goF,GO:0043021
TSR1,goF,GO:0034511
ENP2,goF,GO:0003674
BMS1,goF,GO:0005524
BMS1,goF,GO:0016887
BMS1,goF,GO:0005525
BMS1,goF,GO:0003924
BMS1,goF,GO:0003729
BMS1,goF,GO:0034511
CRM1,goF,GO:0005049
CRM1,goF,GO:0061608
CRM1,goF,GO:0031267
CRM1,goF,GO:0030619
CRM1,goF,GO:0030620
CRM1,goF,GO:0030621
CRM1,goF,GO:0030623
CRM1,goF,GO:0017070
MRD1,goF,GO:0003729
MRD1,goF,GO:0042134
SSF1,goF,GO:0019843
SSF2,goF,GO:0019843
RRP12,goF,GO:0003729
ESF2,goF,GO:0001671
ESF2,goF,GO:0003723
REI1,goF,GO:0043565
REI1,goF,GO:0008270
PWP1,goF,GO:0003674
NOC2,goF,GO:0003729
ESF1,goF,GO:0003723
NOP14,goF,GO:0034511
UTP22,goF,GO:0003723
RPF2,goF,GO:0008097
RPF2,goF,GO:0008312
RPF2,goF,GO:0019843
KAP123,goF,GO:0061608
KAP123,goF,GO:0008139
KAP123,goF,GO:0031267
UTP20,goF,GO:0003729
NAP1,goF,GO:0003682
NAP1,goF,GO:0030332
NAP1,goF,GO:0003677
NAP1,goF,GO:0008047
NAP1,goF,GO:0042393
NAP1,goF,GO:0042802
NAP1,goF,GO:0051082
ERB1,goF,GO:0003677
ERB1,goF,GO:0070180
ERB1,goF,GO:0043021
UTP25,goF,GO:0019843
UTP25,goF,GO:0034511
MAK21,goF,GO:0042802
MAK21,goF,GO:0003729
ENP1,goF,GO:0030515
SDA1,goF,GO:0003674
BMT5,goF,GO:0070042
BMT5,goF,GO:0008757
URB1,goF,GO:0003729
NOP13,goF,GO:0043024
NOP13,goF,GO:0003723
NOP13,goF,GO:0033592
NOP13,goF,GO:0034057
BCP1,goF,GO:0003674
BMT2,goF,GO:0016433
BMT2,goF,GO:0008757
LTV1,goF,GO:0003674
SQT1,goF,GO:0051082
SXM1,goF,GO:0061608
SXM1,goF,GO:0031267
AFG2,goF,GO:0005524
AFG2,goF,GO:0016887
URB2,goF,GO:0003674
NPL3,goF,GO:0031370
NPL3,goF,GO:0042802
NPL3,goF,GO:0003729
NPL3,goF,GO:0008143
NPL3,goF,GO:0000993
RRP43,goF,GO:0003723
FAF1,goF,GO:0003674
RMP1,goF,GO:0042134
RSA3,goF,GO:0003674
HCR1,goF,GO:0003743
POP7,goF,GO:0004526
POP7,goF,GO:0003723
LRP1,goF,GO:0003677
LRP1,goF,GO:0003690
LRP1,goF,GO:0003725
LRP1,goF,GO:0030234
LRP1,goF,GO:0044877
LRP1,goF,GO:0003723
LOC1,goF,GO:0042802
LOC1,goF,GO:0003729
NOP8,goF,GO:0003723
POP8,goF,GO:0004526
MPP6,goF,GO:0008266
MPP6,goF,GO:0044877
POP3,goF,GO:0003674
BUD21,goF,GO:0034511
SNM1,goF,GO:0004518
SNM1,goF,GO:0042134
SLX9,goF,GO:0051880
POP6,goF,GO:0004526
POP6,goF,GO:0003723
POP6,goF,GO:0042134
UTP9,goF,GO:0034511
FYV7,goF,GO:0003674
CGR1,goF,GO:0003674
NOP19,goF,GO:0003674
RSA1,goF,GO:0003674
MTR2,goF,GO:0003674
ECM1,goF,GO:0003674
ALB1,goF,GO:0003674
RIX1,goF,GO:0003682
UTP8,goF,GO:0000049
UTP8,goF,GO:0034511
PIH1,goF,GO:0003674
NSA1,goF,GO:0003674
SHQ1,goF,GO:0051082
NGL2,goF,GO:0000175
NGL2,goF,GO:0004521
NGL2,goF,GO:0004535
NGL2,goF,GO:0003723
SYO1,goF,GO:0051082
METTL5,goP,GO:0045727
METTL5,goP,GO:0031167
METTL5,goP,GO:0048863
RIOK3,goP,GO:1990786
RIOK3,goP,GO:0071359
RIOK3,goP,GO:0098586
RIOK3,goP,GO:0007059
RIOK3,goP,GO:0051607
RIOK3,goP,GO:0045087
RIOK3,goP,GO:0030490
RIOK3,goP,GO:0043124
RIOK3,goP,GO:0039534
RIOK3,goP,GO:0031333
RIOK3,goP,GO:0045089
RIOK3,goP,GO:0032728
RIOK3,goP,GO:0006468
EXOSC8,goP,GO:0043928
EXOSC8,goP,GO:0000467
EXOSC8,goP,GO:0071028
EXOSC8,goP,GO:0071042
EXOSC8,goP,GO:0071035
EXOSC8,goP,GO:0071038
EXOSC8,goP,GO:0034427
EXOSC8,goP,GO:0006401
EXOSC8,goP,GO:0006396
EXOSC8,goP,GO:0016075
EXOSC8,goP,GO:0034473
EXOSC8,goP,GO:0034475
EXOSC8,goP,GO:0034476
PA2G4,goP,GO:0043066
PA2G4,goP,GO:0045892
PA2G4,goP,GO:0045597
PA2G4,goP,GO:0006417
PA2G4,goP,GO:0006364
EXOSC7,goP,GO:0043928
EXOSC7,goP,GO:0000467
EXOSC7,goP,GO:0071028
EXOSC7,goP,GO:0071042
EXOSC7,goP,GO:0071035
EXOSC7,goP,GO:0071038
EXOSC7,goP,GO:0034427
EXOSC7,goP,GO:0006401
EXOSC7,goP,GO:0006396
EXOSC7,goP,GO:0016075
EXOSC7,goP,GO:0006364
EXOSC7,goP,GO:0034473
EXOSC7,goP,GO:0034475
EXOSC7,goP,GO:0034476
DDX21,goP,GO:0006338
DDX21,goP,GO:0051607
DDX21,goP,GO:0045087
DDX21,goP,GO:0001649
DDX21,goP,GO:0035066
DDX21,goP,GO:0043123
DDX21,goP,GO:0002735
DDX21,goP,GO:0045943
DDX21,goP,GO:0045944
DDX21,goP,GO:0045945
DDX21,goP,GO:0062176
DDX21,goP,GO:0043330
DDX21,goP,GO:0006364
DDX21,goP,GO:0006366
FDXACB1,goP,GO:0070475
ISG20L2,goP,GO:0042254
LRRC47,goP,GO:0006432
RPP25,goP,GO:0006364
RPP25,goP,GO:0001682
EXOSC6,goP,GO:0045006
EXOSC6,goP,GO:0045190
EXOSC6,goP,GO:0071028
EXOSC6,goP,GO:0034427
EXOSC6,goP,GO:0071051
EXOSC6,goP,GO:0045830
EXOSC6,goP,GO:0006401
EXOSC6,goP,GO:0006396
EXOSC6,goP,GO:0016075
EXOSC6,goP,GO:0006364
EXOSC6,goP,GO:0034475
PIN4,goP,GO:0051179
PIN4,goP,GO:0006364
ERI1,goP,GO:0000467
ERI1,goP,GO:0031047
ERI1,goP,GO:0031125
PARN,goP,GO:0000495
PARN,goP,GO:0007292
PARN,goP,GO:0010587
PARN,goP,GO:0110008
PARN,goP,GO:0000184
PARN,goP,GO:0000289
PARN,goP,GO:0071051
PARN,goP,GO:0051973
PARN,goP,GO:0032212
PARN,goP,GO:1904872
PARN,goP,GO:0009451
PARN,goP,GO:0090503
PARN,goP,GO:0090669
EIF1AD,goP,GO:0008150
NGDN,goP,GO:0000462
NGDN,goP,GO:0099170
NGDN,goP,GO:0140245
XPO5,goP,GO:0010586
XPO5,goP,GO:1900370
XPO5,goP,GO:0035281
XPO5,goP,GO:0006611
XPO5,goP,GO:0006405
TAH1,goP,GO:0000492
TAH1,goP,GO:0006457
TAH1,goP,GO:0050821
ARB1,goP,GO:0000056
ARB1,goP,GO:0042254
NHP2,goP,GO:0000493
NHP2,goP,GO:0000469
NHP2,goP,GO:0000470
NHP2,goP,GO:0031118
NHP2,goP,GO:0000454
NHP2,goP,GO:0031120
MDN1,goP,GO:0110136
MDN1,goP,GO:2000200
MDN1,goP,GO:0000027
MDN1,goP,GO:0006364
KRR1,goP,GO:0000447
KRR1,goP,GO:0030490
KRR1,goP,GO:0042274
KRR1,goP,GO:0006364
DBP2,goP,GO:1990120
DBP2,goP,GO:0071042
DBP2,goP,GO:0000184
DBP2,goP,GO:0006364
DBP2,goP,GO:0006369
RCL1,goP,GO:0000480
RCL1,goP,GO:0000447
RCL1,goP,GO:0000479
RCL1,goP,GO:0000472
RCL1,goP,GO:0030490
RCL1,goP,GO:2000232
RCL1,goP,GO:0042274
RCL1,goP,GO:0006364
YGR283C,goP,GO:0032259
YMR310C,goP,GO:0032259
PNO1,goP,GO:0000447
PNO1,goP,GO:0000472
PNO1,goP,GO:0043248
DBP3,goP,GO:0000464
DBP3,goP,GO:0006364
RLP7,goP,GO:0000465
RLP7,goP,GO:0000463
RLP7,goP,GO:0042273
NOB1,goP,GO:0000469
NOB1,goP,GO:0030490
NOB1,goP,GO:0000462
NOB1,goP,GO:0043248
NOB1,goP,GO:0042274
DBP5,goP,GO:0006406
DBP5,goP,GO:0016973
DBP5,goP,GO:0015031
DBP5,goP,GO:0006415
DBP5,goP,GO:0006409
RPA135,goP,GO:0007566
RPA135,goP,GO:0014029
RPA135,goP,GO:0017126
RPA135,goP,GO:0009303
BUD23,goP,GO:0000447
BUD23,goP,GO:0000056
BUD23,goP,GO:0070476
TGS1,goP,GO:0036261
TGS1,goP,GO:0009452
TGS1,goP,GO:0022613
TGS1,goP,GO:0000387
FAL1,goP,GO:0030490
FAL1,goP,GO:0000462
FAL1,goP,GO:0032774
KRE33,goP,GO:0030490
KRE33,goP,GO:0016556
KRE33,goP,GO:0042274
KRE33,goP,GO:1904812
KRE33,goP,GO:0051391
NOP2,goP,GO:1902626
NOP2,goP,GO:0000470
NOP2,goP,GO:0000463
NOP2,goP,GO:0042273
NOP2,goP,GO:0001510
NOP2,goP,GO:0070475
NOP2,goP,GO:0031167
RIO2,goP,GO:0030490
RIO2,goP,GO:0000462
RIO2,goP,GO:0046830
RIO2,goP,GO:0006468
PUS7,goP,GO:0000455
PUS7,goP,GO:0006397
PUS7,goP,GO:1990481
PUS7,goP,GO:0001522
PUS7,goP,GO:0008380
PUS7,goP,GO:0031120
PUS7,goP,GO:0006400
PUS7,goP,GO:0031119
DIM1,goP,GO:0000462
DIM1,goP,GO:0031167
DIM1,goP,GO:0000154
RPO21,goP,GO:0006353
RPO21,goP,GO:0033120
RPO21,goP,GO:0006355
RPO21,goP,GO:0006366
CFD1,goP,GO:0016226
CFD1,goP,GO:0002098
NBP35,goP,GO:0016226
NBP35,goP,GO:0002098
RLP24,goP,GO:1902626
RLP24,goP,GO:0032781
RLP24,goP,GO:0042273
NOG1,goP,GO:1902626
NOG1,goP,GO:0042273
NOG1,goP,GO:0000054
NOG1,goP,GO:0006364
RLI1,goP,GO:0045727
RLI1,goP,GO:0042273
RLI1,goP,GO:0000054
RLI1,goP,GO:0032790
RLI1,goP,GO:0006364
RLI1,goP,GO:0006413
RLI1,goP,GO:0006415
CBF5,goP,GO:0000495
CBF5,goP,GO:0007049
CBF5,goP,GO:0051301
CBF5,goP,GO:1990481
CBF5,goP,GO:0000154
CBF5,goP,GO:0006364
CBF5,goP,GO:0031118
CBF5,goP,GO:0000454
CBF5,goP,GO:0031120
FAP7,goP,GO:0034599
FAP7,goP,GO:0000462
FAP7,goP,GO:0016310
RPB5,goP,GO:0050821
RPB5,goP,GO:0006366
SNU13,goP,GO:0000494
SNU13,goP,GO:0000470
SNU13,goP,GO:0030490
SNU13,goP,GO:0000462
SNU13,goP,GO:0000398
SNU13,goP,GO:1905216
SNU13,goP,GO:0000452
SNU13,goP,GO:0000245
RIO1,goP,GO:0007049
RIO1,goP,GO:0051301
RIO1,goP,GO:0030490
RIO1,goP,GO:0000462
RIO1,goP,GO:0016479
RIO1,goP,GO:2000234
RIO1,goP,GO:0006468
RIO1,goP,GO:0007096
SDO1,goP,GO:0042256
TIF6,goP,GO:1902626
TIF6,goP,GO:0042256
TIF6,goP,GO:0000460
TIF6,goP,GO:0000466
TIF6,goP,GO:0000470
TIF6,goP,GO:0000463
TIF6,goP,GO:0042273
TIF6,goP,GO:0000054
TIF6,goP,GO:0006364
NOP1,goP,GO:0000494
NOP1,goP,GO:1990258
NOP1,goP,GO:0030490
NOP1,goP,GO:0006356
NOP1,goP,GO:0000451
NOP1,goP,GO:0031167
NOP1,goP,GO:0006364
NOP1,goP,GO:0043144
NOP1,goP,GO:0000452
NOP56,goP,GO:0000494
NOP56,goP,GO:0030490
NOP56,goP,GO:0000154
NOP56,goP,GO:0006364
NOP56,goP,GO:0000452
NOP58,goP,GO:0000494
NOP58,goP,GO:0000480
NOP58,goP,GO:0000447
NOP58,goP,GO:0000472
NOP58,goP,GO:0030490
NOP58,goP,GO:1902570
NOP58,goP,GO:0006364
NOP58,goP,GO:0000452
SPB1,goP,GO:0000453
SPB1,goP,GO:0000466
SPB1,goP,GO:0000463
SPB1,goP,GO:0001510
SPB1,goP,GO:0031167
TSR3,goP,GO:0000455
TSR3,goP,GO:0030490
DBP6,goP,GO:0000466
DBP6,goP,GO:0000463
DBP6,goP,GO:0042273
DIS3,goP,GO:0000467
DIS3,goP,GO:0006397
DIS3,goP,GO:0070651
DIS3,goP,GO:0071028
DIS3,goP,GO:0071039
DIS3,goP,GO:0071042
DIS3,goP,GO:0071035
DIS3,goP,GO:0071038
DIS3,goP,GO:0070478
DIS3,goP,GO:0070481
DIS3,goP,GO:0071051
DIS3,goP,GO:0006401
DIS3,goP,GO:0006396
DIS3,goP,GO:0016075
DIS3,goP,GO:0043628
RIA1,goP,GO:0042256
TRM112,goP,GO:0034968
TRM112,goP,GO:0018364
TRM112,goP,GO:2000234
TRM112,goP,GO:0070476
TRM112,goP,GO:0031167
TRM112,goP,GO:0030488
TRM112,goP,GO:0002940
RRP4,goP,GO:0071034
RRP4,goP,GO:0043928
RRP4,goP,GO:0000467
RRP4,goP,GO:0070651
RRP4,goP,GO:0071028
RRP4,goP,GO:0071042
RRP4,goP,GO:0071035
RRP4,goP,GO:0071038
RRP4,goP,GO:0070478
RRP4,goP,GO:0034427
RRP4,goP,GO:0070481
RRP4,goP,GO:0071051
RRP4,goP,GO:0006401
RRP4,goP,GO:0006396
RRP4,goP,GO:0034475
RRP45,goP,GO:0043928
RRP45,goP,GO:0000467
RRP45,goP,GO:0070651
RRP45,goP,GO:0071028
RRP45,goP,GO:0071042
RRP45,goP,GO:0071035
RRP45,goP,GO:0071038
RRP45,goP,GO:0070478
RRP45,goP,GO:0034427
RRP45,goP,GO:0070481
RRP45,goP,GO:0071051
RRP45,goP,GO:0006401
RRP45,goP,GO:0006396
RRP45,goP,GO:0016075
RRP45,goP,GO:0034473
RRP45,goP,GO:0034475
RRP45,goP,GO:0034476
SKI6,goP,GO:0000467
SKI6,goP,GO:0070651
SKI6,goP,GO:0071028
SKI6,goP,GO:0071039
SKI6,goP,GO:0071042
SKI6,goP,GO:0071038
SKI6,goP,GO:0070478
SKI6,goP,GO:0034427
SKI6,goP,GO:0070481
SKI6,goP,GO:0071051
SKI6,goP,GO:0006401
SKI6,goP,GO:0006396
SKI6,goP,GO:0016075
SKI6,goP,GO:0034473
SKI6,goP,GO:0034475
SKI6,goP,GO:0034476
RRP3,goP,GO:0030490
RRP3,goP,GO:0000462
RRP3,goP,GO:0006364
DBP8,goP,GO:0000480
DBP8,goP,GO:0000447
DBP8,goP,GO:0000472
DBP8,goP,GO:0030490
DBP8,goP,GO:0006364
NOP10,goP,GO:0000469
NOP10,goP,GO:0031118
NOP10,goP,GO:0000454
NOP10,goP,GO:0031120
RPB11,goP,GO:0008150
SPB4,goP,GO:1902626
SPB4,goP,GO:0000470
SPB4,goP,GO:0000027
ROK1,goP,GO:0000480
ROK1,goP,GO:0000447
ROK1,goP,GO:0000472
ROK1,goP,GO:0030490
ROK1,goP,GO:0048254
DBP9,goP,GO:0000463
HAS1,goP,GO:0000463
HAS1,goP,GO:0030490
HAS1,goP,GO:0000462
HAS1,goP,GO:0042273
HAS1,goP,GO:0042274
HAS1,goP,GO:0006364
HAS1,goP,GO:1990417
DBP7,goP,GO:0000463
DBP7,goP,GO:0042254
DBP10,goP,GO:1902626
DBP10,goP,GO:0000466
DBP10,goP,GO:0000463
DBP10,goP,GO:0006364
HCA4,goP,GO:0030490
HCA4,goP,GO:0006364
DRS1,goP,GO:0000027
DRS1,goP,GO:0006364
MAK5,goP,GO:0000466
MAK5,goP,GO:0000463
MAK5,goP,GO:0042273
EMG1,goP,GO:0000480
EMG1,goP,GO:0000447
EMG1,goP,GO:0000472
EMG1,goP,GO:0030490
EMG1,goP,GO:0042274
EMG1,goP,GO:0070475
EMG1,goP,GO:0031167
EMG1,goP,GO:0006364
NOG2,goP,GO:2000200
NOG2,goP,GO:0000055
FCF1,goP,GO:0000480
FCF1,goP,GO:0000447
FCF1,goP,GO:0000472
FCF1,goP,GO:0030490
SEN1,goP,GO:0045454
SEN1,goP,GO:0045005
SEN1,goP,GO:0006353
SEN1,goP,GO:0030490
SEN1,goP,GO:0031124
SEN1,goP,GO:0006378
SEN1,goP,GO:0060257
SEN1,goP,GO:0006357
SEN1,goP,GO:0006364
SEN1,goP,GO:0031126
SEN1,goP,GO:0016180
SEN1,goP,GO:0006369
SEN1,goP,GO:0006283
SEN1,goP,GO:0008033
RNT1,goP,GO:0034963
RNT1,goP,GO:0034964
RNT1,goP,GO:0006325
RNT1,goP,GO:0000294
RNT1,goP,GO:0031053
RNT1,goP,GO:0060237
RNT1,goP,GO:0010468
RNT1,goP,GO:0006396
RNT1,goP,GO:0006364
RNT1,goP,GO:0009303
RNT1,goP,GO:0030847
RNT1,goP,GO:0034473
RNT1,goP,GO:0034475
RNT1,goP,GO:0034476
RVB2,goP,GO:0000492
RVB2,goP,GO:0006338
RVB2,goP,GO:0006281
RVB2,goP,GO:0016573
RVB2,goP,GO:0050821
RVB2,goP,GO:0006355
RVB2,goP,GO:0006357
RVB2,goP,GO:0006364
ACL4,goP,GO:0051083
ACL4,goP,GO:0031145
ACL4,goP,GO:0051301
ACL4,goP,GO:0007091
ACL4,goP,GO:0045842
ACL4,goP,GO:0016567
ACL4,goP,GO:0042273
NUG1,goP,GO:0000463
NUG1,goP,GO:0015031
NUG1,goP,GO:0000055
JJJ1,goP,GO:0006897
JJJ1,goP,GO:0008361
JJJ1,goP,GO:0042273
JJJ1,goP,GO:0000055
JJJ1,goP,GO:0006364
POP4,goP,GO:0034965
POP4,goP,GO:0000460
POP4,goP,GO:0000294
POP4,goP,GO:0090502
POP4,goP,GO:0006364
POP4,goP,GO:0001682
POP4,goP,GO:0008033
SRD1,goP,GO:0006355
SRD1,goP,GO:0006364
SAM2,goP,GO:1990830
SAM2,goP,GO:0006730
SAM2,goP,GO:0051291
SAM2,goP,GO:0034214
SAM2,goP,GO:0006556
CKA2,goP,GO:0006974
CKA2,goP,GO:0071470
CKA2,goP,GO:0007535
CKA2,goP,GO:0030490
CKA2,goP,GO:0042790
CKA2,goP,GO:0018105
CKA2,goP,GO:0018107
CKA2,goP,GO:0006468
CKA2,goP,GO:0051726
CKA2,goP,GO:0060962
CKA2,goP,GO:0006356
CKA2,goP,GO:0006359
CKA2,goP,GO:0000028
CKA1,goP,GO:0006974
CKA1,goP,GO:0007535
CKA1,goP,GO:0030490
CKA1,goP,GO:0042790
CKA1,goP,GO:0018105
CKA1,goP,GO:0018107
CKA1,goP,GO:0006468
CKA1,goP,GO:0051726
CKA1,goP,GO:0060962
CKA1,goP,GO:0006356
CKA1,goP,GO:0006359
CKA1,goP,GO:0000028
POP5,goP,GO:0034965
POP5,goP,GO:0000460
POP5,goP,GO:0000294
POP5,goP,GO:0006364
POP5,goP,GO:0001682
POP5,goP,GO:0008033
RRP5,goP,GO:0034463
RRP5,goP,GO:0000480
RRP5,goP,GO:0000447
RRP5,goP,GO:0000464
RRP5,goP,GO:0000472
RRP5,goP,GO:0030490
RRP5,goP,GO:0006364
MRT4,goP,GO:0030490
MRT4,goP,GO:0000956
MRT4,goP,GO:0000027
MRT4,goP,GO:0042273
MRT4,goP,GO:0000055
MRT4,goP,GO:0006364
AIR1,goP,GO:0043629
AIR1,goP,GO:0071031
AIR1,goP,GO:0071039
AIR1,goP,GO:0071035
AIR1,goP,GO:0071036
AIR1,goP,GO:0071037
AIR1,goP,GO:0071038
AIR1,goP,GO:0000292
AIR1,goP,GO:0043631
AIR2,goP,GO:0043629
AIR2,goP,GO:0071031
AIR2,goP,GO:0071039
AIR2,goP,GO:0071035
AIR2,goP,GO:0071036
AIR2,goP,GO:0071037
AIR2,goP,GO:0071038
AIR2,goP,GO:0000292
AIR2,goP,GO:0043631
AIR2,goP,GO:0006400
YAR1,goP,GO:0034599
YAR1,goP,GO:0071931
YAR1,goP,GO:0032880
YAR1,goP,GO:0006970
YAR1,goP,GO:0042274
YAR1,goP,GO:0000056
CIC1,goP,GO:0000469
CIC1,goP,GO:0000466
CIC1,goP,GO:0000470
CIC1,goP,GO:0000463
CIC1,goP,GO:0030163
CIC1,goP,GO:0031118
CIC1,goP,GO:0031120
RRP40,goP,GO:0071034
RRP40,goP,GO:0043928
RRP40,goP,GO:0000467
RRP40,goP,GO:0070651
RRP40,goP,GO:0071042
RRP40,goP,GO:0071035
RRP40,goP,GO:0071038
RRP40,goP,GO:0070478
RRP40,goP,GO:0034427
RRP40,goP,GO:0070481
RRP40,goP,GO:0071051
RRP40,goP,GO:0006401
RRP40,goP,GO:0006396
RRP40,goP,GO:0043628
RRP40,goP,GO:0034475
RPA190,goP,GO:1904750
MTR3,goP,GO:0000467
MTR3,goP,GO:0070651
MTR3,goP,GO:0071028
MTR3,goP,GO:0071039
MTR3,goP,GO:0071042
MTR3,goP,GO:0071035
MTR3,goP,GO:0071038
MTR3,goP,GO:0070478
MTR3,goP,GO:0034427
MTR3,goP,GO:0070481
MTR3,goP,GO:0071051
MTR3,goP,GO:0006401
MTR3,goP,GO:0006396
MTR3,goP,GO:0016075
MTR3,goP,GO:0034475
MAK11,goP,GO:0000466
MAK11,goP,GO:0000463
MAK11,goP,GO:0000027
MAK11,goP,GO:0042273
UTP30,goP,GO:0000470
UTP30,goP,GO:0030490
UTP30,goP,GO:0000462
UTP30,goP,GO:0042274
RVB1,goP,GO:0000492
RVB1,goP,GO:0006338
RVB1,goP,GO:0006281
RVB1,goP,GO:0016573
RVB1,goP,GO:0050821
RVB1,goP,GO:0006355
RVB1,goP,GO:0006357
RRP17,goP,GO:0006364
NMD3,goP,GO:0015031
NMD3,goP,GO:0000055
RSA4,goP,GO:0110136
RSA4,goP,GO:0000027
REH1,goP,GO:0042273
RRP7,goP,GO:0030490
RRP7,goP,GO:0042790
RRP7,goP,GO:0006468
RRP7,goP,GO:0060962
RRP7,goP,GO:0000028
RRP7,goP,GO:0006364
SSA3,goP,GO:0034620
SSA3,goP,GO:0051085
SSA3,goP,GO:0006457
SSA3,goP,GO:0006515
SSA3,goP,GO:0042026
SSA3,goP,GO:0006616
SSA3,goP,GO:0016192
SSA4,goP,GO:0034620
SSA4,goP,GO:0051085
SSA4,goP,GO:0006457
SSA4,goP,GO:0042026
SSA4,goP,GO:0006616
SSA4,goP,GO:0016192
SSA1,goP,GO:0034620
SSA1,goP,GO:0051085
SSA1,goP,GO:0072318
SSA1,goP,GO:0002181
SSA1,goP,GO:0072671
SSA1,goP,GO:0045892
SSA1,goP,GO:0043161
SSA1,goP,GO:0006457
SSA1,goP,GO:0006606
SSA1,goP,GO:0000209
SSA1,goP,GO:0042026
SSA1,goP,GO:0006626
SSA1,goP,GO:0070482
SSA1,goP,GO:0006616
SSA1,goP,GO:0035617
SSA1,goP,GO:0016192
SSA2,goP,GO:0034620
SSA2,goP,GO:0051085
SSA2,goP,GO:0045892
SSA2,goP,GO:0043161
SSA2,goP,GO:0006457
SSA2,goP,GO:0042026
SSA2,goP,GO:0070482
SSA2,goP,GO:0006616
SSA2,goP,GO:0035719
SSA2,goP,GO:0016192
RKM2,goP,GO:0018026
RKM2,goP,GO:0018023
HIT1,goP,GO:0000492
HIT1,goP,GO:0000463
HIT1,goP,GO:0048254
GRC3,goP,GO:0000448
GRC3,goP,GO:0016310
GRC3,goP,GO:0006396
GRC3,goP,GO:0006364
GRC3,goP,GO:0006363
ARX1,goP,GO:0006508
ARX1,goP,GO:0000055
XRN1,goP,GO:0000741
XRN1,goP,GO:0061157
XRN1,goP,GO:0016242
XRN1,goP,GO:0070651
XRN1,goP,GO:0000956
XRN1,goP,GO:0070479
XRN1,goP,GO:0000184
XRN1,goP,GO:0032968
XRN1,goP,GO:0060261
XRN1,goP,GO:0016075
XRN1,goP,GO:0006364
XRN1,goP,GO:0043144
XRN1,goP,GO:0006413
XRN1,goP,GO:0007089
XRN1,goP,GO:0016078
CIA1,goP,GO:0016226
CIA1,goP,GO:0097428
CIA1,goP,GO:0002098
RAT1,goP,GO:0000448
RAT1,goP,GO:0006397
RAT1,goP,GO:1901408
RAT1,goP,GO:0034244
RAT1,goP,GO:0071028
RAT1,goP,GO:0071035
RAT1,goP,GO:0000956
RAT1,goP,GO:1904595
RAT1,goP,GO:0006364
RAT1,goP,GO:0043144
RAT1,goP,GO:0030847
RAT1,goP,GO:0030846
TMA23,goP,GO:0090069
TMA23,goP,GO:0042274
NSR1,goP,GO:0030490
NSR1,goP,GO:0000028
NSR1,goP,GO:0006364
NAF1,goP,GO:0000493
NAF1,goP,GO:0001522
NAF1,goP,GO:0042254
NAF1,goP,GO:0006364
RRP15,goP,GO:0000460
RRP15,goP,GO:0000466
RRP15,goP,GO:0000470
RRP15,goP,GO:0000463
RRP14,goP,GO:0042273
RRP14,goP,GO:0042274
RRP14,goP,GO:0006364
RRP46,goP,GO:0000467
RRP46,goP,GO:0070651
RRP46,goP,GO:0071028
RRP46,goP,GO:0071042
RRP46,goP,GO:0071035
RRP46,goP,GO:0071038
RRP46,goP,GO:0070478
RRP46,goP,GO:0034427
RRP46,goP,GO:0070481
RRP46,goP,GO:0071051
RRP46,goP,GO:0006401
RRP46,goP,GO:0006396
RRP46,goP,GO:0016075
RRP46,goP,GO:0043628
RRP46,goP,GO:0034475
DHR2,goP,GO:0030490
DHR2,goP,GO:0000462
DHR2,goP,GO:0045943
DHR2,goP,GO:0042254
YCR087C-A,goP,GO:0000122
YCR087C-A,goP,GO:0006364
IMP4,goP,GO:0030490
IMP4,goP,GO:0042274
IMP4,goP,GO:0006364
CMS1,goP,GO:0008150
RRP42,goP,GO:0043928
RRP42,goP,GO:0000467
RRP42,goP,GO:0070651
RRP42,goP,GO:0071028
RRP42,goP,GO:0071042
RRP42,goP,GO:0071035
RRP42,goP,GO:0071038
RRP42,goP,GO:0070478
RRP42,goP,GO:0034427
RRP42,goP,GO:0070481
RRP42,goP,GO:0071051
RRP42,goP,GO:0006401
RRP42,goP,GO:0006396
RRP42,goP,GO:0016075
RRP42,goP,GO:0043628
RRP42,goP,GO:0034473
RRP42,goP,GO:0034475
