geneID,variable,value
UTP10,goC,GO:0005739
UTP10,goC,GO:0005730
UTP10,goC,GO:0005654
UTP10,goC,GO:0030688
UTP10,goC,GO:0033553
UTP10,goC,GO:0032040
UTP10,goC,GO:0034455
MAK16,goC,GO:0005730
MAK16,goC,GO:0030687
RSP5,goC,GO:0030479
RSP5,goC,GO:0005934
RSP5,goC,GO:0005737
RSP5,goC,GO:0010008
RSP5,goC,GO:0005794
RSP5,goC,GO:0005739
RSP5,goC,GO:0005634
RSP5,goC,GO:0005886
RSP5,goC,GO:1990306
RSP5,goC,GO:0000151
KAP95,goC,GO:0005737
KAP95,goC,GO:0005829
KAP95,goC,GO:0042564
KAP95,goC,GO:0005635
KAP95,goC,GO:0005643
KAP95,goC,GO:0005634
DRS2,goC,GO:1990530
DRS2,goC,GO:0005783
DRS2,goC,GO:1990531
DRS2,goC,GO:0005886
DRS2,goC,GO:0005802
CKB2,goC,GO:0032545
CKB2,goC,GO:0005737
CKB2,goC,GO:0005730
CKB2,goC,GO:0005654
CKB2,goC,GO:0005956
CKB2,goC,GO:0032040
CKB2,goC,GO:0034456
UTP7,goC,GO:0030686
UTP7,goC,GO:0005730
UTP7,goC,GO:0005654
UTP7,goC,GO:0030688
UTP7,goC,GO:0032040
NOP7,goC,GO:0005730
NOP7,goC,GO:0005654
NOP7,goC,GO:0005634
NOP7,goC,GO:0070545
NOP7,goC,GO:0030687
BRX1,goC,GO:0005730
BRX1,goC,GO:0030687
TSR1,goC,GO:0030686
TSR1,goC,GO:0005737
TSR1,goC,GO:0005730
TSR1,goC,GO:0005634
TSR1,goC,GO:0030688
ENP2,goC,GO:0030686
ENP2,goC,GO:0005730
ENP2,goC,GO:0032040
BMS1,goC,GO:0030686
BMS1,goC,GO:0005737
BMS1,goC,GO:0005739
BMS1,goC,GO:0005730
BMS1,goC,GO:0005654
BMS1,goC,GO:0005634
BMS1,goC,GO:0032040
CRM1,goC,GO:0005737
CRM1,goC,GO:0000776
CRM1,goC,GO:0005634
CRM1,goC,GO:0048471
CRM1,goC,GO:0005816
MRD1,goC,GO:0030686
MRD1,goC,GO:0005737
MRD1,goC,GO:0005730
MRD1,goC,GO:0005634
MRD1,goC,GO:0071014
MRD1,goC,GO:1990904
MRD1,goC,GO:0032040
SSF1,goC,GO:0005730
SSF1,goC,GO:0030687
SSF2,goC,GO:0005730
SSF2,goC,GO:0030687
RRP12,goC,GO:0030686
RRP12,goC,GO:0005737
RRP12,goC,GO:0005730
RRP12,goC,GO:0005634
RRP12,goC,GO:0030688
RRP12,goC,GO:0005840
ESF2,goC,GO:0005737
ESF2,goC,GO:0005730
ESF2,goC,GO:0032040
REI1,goC,GO:0005737
REI1,goC,GO:0030687
PWP1,goC,GO:0005737
PWP1,goC,GO:0005730
PWP1,goC,GO:0005634
NOC2,goC,GO:0005739
NOC2,goC,GO:0030690
NOC2,goC,GO:0030691
NOC2,goC,GO:0005730
NOC2,goC,GO:0005654
NOC2,goC,GO:0005634
NOC2,goC,GO:0030687
ESF1,goC,GO:0005730
ESF1,goC,GO:0005634
ESF1,goC,GO:0032040
NOP14,goC,GO:0030686
NOP14,goC,GO:0005739
NOP14,goC,GO:0030692
NOP14,goC,GO:0005730
NOP14,goC,GO:0005654
NOP14,goC,GO:0005634
NOP14,goC,GO:0030688
NOP14,goC,GO:0032040
UTP22,goC,GO:0030686
UTP22,goC,GO:0032545
UTP22,goC,GO:0005730
UTP22,goC,GO:0005654
UTP22,goC,GO:0005634
UTP22,goC,GO:0032040
UTP22,goC,GO:0034456
RPF2,goC,GO:0005730
RPF2,goC,GO:0030687
KAP123,goC,GO:0005737
KAP123,goC,GO:0010494
KAP123,goC,GO:0005643
KAP123,goC,GO:0005634
UTP20,goC,GO:0030686
UTP20,goC,GO:0005737
UTP20,goC,GO:0005730
UTP20,goC,GO:0005654
UTP20,goC,GO:0030688
UTP20,goC,GO:0032040
NAP1,goC,GO:0032153
NAP1,goC,GO:0032174
NAP1,goC,GO:0000785
NAP1,goC,GO:0005737
NAP1,goC,GO:1990317
NAP1,goC,GO:0005634
ERB1,goC,GO:0005730
ERB1,goC,GO:0005654
ERB1,goC,GO:0005634
ERB1,goC,GO:0070545
ERB1,goC,GO:0030687
UTP25,goC,GO:0005730
UTP25,goC,GO:0005654
UTP25,goC,GO:0005634
UTP25,goC,GO:0032040
MAK21,goC,GO:0030690
MAK21,goC,GO:0005730
MAK21,goC,GO:0005634
MAK21,goC,GO:0030687
ENP1,goC,GO:0030686
ENP1,goC,GO:0005737
ENP1,goC,GO:0005730
ENP1,goC,GO:0005634
ENP1,goC,GO:0030688
ENP1,goC,GO:0032040
SDA1,goC,GO:0005730
SDA1,goC,GO:0005634
BMT5,goC,GO:0005737
BMT5,goC,GO:0005730
BMT5,goC,GO:0005634
URB1,goC,GO:0005730
URB1,goC,GO:0005634
NOP13,goC,GO:0005730
NOP13,goC,GO:0005634
NOP13,goC,GO:0030684
BCP1,goC,GO:0005737
BCP1,goC,GO:0005634
BMT2,goC,GO:0005730
LTV1,goC,GO:0005737
LTV1,goC,GO:0005829
LTV1,goC,GO:0005770
LTV1,goC,GO:0031902
LTV1,goC,GO:0005730
LTV1,goC,GO:0005634
LTV1,goC,GO:0030688
LTV1,goC,GO:0071986
LTV1,goC,GO:0032040
SQT1,goC,GO:0005737
SQT1,goC,GO:0005829
SXM1,goC,GO:0005737
SXM1,goC,GO:0005829
SXM1,goC,GO:0005635
SXM1,goC,GO:0005643
SXM1,goC,GO:0005634
AFG2,goC,GO:0005737
AFG2,goC,GO:0030687
URB2,goC,GO:0005730
URB2,goC,GO:0005634
NPL3,goC,GO:0005737
NPL3,goC,GO:0010494
NPL3,goC,GO:0005634
NPL3,goC,GO:1990904
RRP43,goC,GO:0005737
RRP43,goC,GO:0000177
RRP43,goC,GO:0000178
RRP43,goC,GO:0000176
RRP43,goC,GO:0005730
RRP43,goC,GO:0005654
RRP43,goC,GO:0005634
FAF1,goC,GO:0005737
FAF1,goC,GO:0005730
FAF1,goC,GO:0005634
RMP1,goC,GO:0005737
RMP1,goC,GO:0016020
RMP1,goC,GO:0005730
RMP1,goC,GO:0005634
RMP1,goC,GO:0000172
RSA3,goC,GO:0005730
RSA3,goC,GO:0005634
RSA3,goC,GO:0030687
HCR1,goC,GO:0010494
HCR1,goC,GO:0016282
HCR1,goC,GO:0033290
HCR1,goC,GO:0005852
POP7,goC,GO:0005655
POP7,goC,GO:0000172
POP7,goC,GO:0005697
LRP1,goC,GO:0000178
LRP1,goC,GO:0005730
LRP1,goC,GO:0005634
LOC1,goC,GO:0101031
LOC1,goC,GO:0005737
LOC1,goC,GO:0005730
LOC1,goC,GO:0005634
LOC1,goC,GO:0030687
NOP8,goC,GO:0005730
NOP8,goC,GO:0005634
POP8,goC,GO:0005829
POP8,goC,GO:0005655
POP8,goC,GO:0005634
POP8,goC,GO:0000172
MPP6,goC,GO:0005829
MPP6,goC,GO:0005634
POP3,goC,GO:0005829
POP3,goC,GO:0005655
POP3,goC,GO:0005634
POP3,goC,GO:0000172
BUD21,goC,GO:0030686
BUD21,goC,GO:0005730
BUD21,goC,GO:0032040
SNM1,goC,GO:0005655
SNM1,goC,GO:0000172
SLX9,goC,GO:0030686
SLX9,goC,GO:0005730
SLX9,goC,GO:0005634
SLX9,goC,GO:0030688
SLX9,goC,GO:0032040
POP6,goC,GO:0005829
POP6,goC,GO:0005655
POP6,goC,GO:0005634
POP6,goC,GO:0000172
POP6,goC,GO:0005697
UTP9,goC,GO:0030686
UTP9,goC,GO:0005730
UTP9,goC,GO:0005634
UTP9,goC,GO:0033553
UTP9,goC,GO:0032040
UTP9,goC,GO:0034455
FYV7,goC,GO:0005730
FYV7,goC,GO:0005634
FYV7,goC,GO:0032040
CGR1,goC,GO:0005730
CGR1,goC,GO:0005634
CGR1,goC,GO:0030687
NOP19,goC,GO:0030686
NOP19,goC,GO:0005730
NOP19,goC,GO:0005654
NOP19,goC,GO:0005634
NOP19,goC,GO:0032040
RSA1,goC,GO:0005654
MTR2,goC,GO:0044613
MTR2,goC,GO:0042272
MTR2,goC,GO:0005634
ECM1,goC,GO:0005737
ECM1,goC,GO:0005730
ECM1,goC,GO:0005634
ECM1,goC,GO:0030687
ALB1,goC,GO:0005737
ALB1,goC,GO:0005634
RIX1,goC,GO:0005829
RIX1,goC,GO:0005654
RIX1,goC,GO:0005634
RIX1,goC,GO:0097344
UTP8,goC,GO:0030686
UTP8,goC,GO:0005730
UTP8,goC,GO:0033553
UTP8,goC,GO:0032040
UTP8,goC,GO:0034455
PIH1,goC,GO:0005737
PIH1,goC,GO:0005634
PIH1,goC,GO:0097255
PIH1,goC,GO:1990904
NSA1,goC,GO:0005730
NSA1,goC,GO:0005634
NSA1,goC,GO:0030687
SHQ1,goC,GO:0005737
SHQ1,goC,GO:0005829
SHQ1,goC,GO:0005654
SHQ1,goC,GO:0005634
NGL2,goC,GO:0005737
NGL2,goC,GO:0005634
SYO1,goC,GO:0005737
SYO1,goC,GO:0005634
METTL5,goF,GO:0003676
METTL5,goF,GO:0008988
METTL5,goF,GO:1904047
METTL5,goF,GO:0016740
RIOK3,goF,GO:0005524
RIOK3,goF,GO:0089720
RIOK3,goF,GO:0046872
RIOK3,goF,GO:0106310
RIOK3,goF,GO:0004674
EXOSC8,goF,GO:0042802
EXOSC8,goF,GO:0035925
PA2G4,goF,GO:0003676
PA2G4,goF,GO:0003723
PA2G4,goF,GO:0003714
PA2G4,goF,GO:0031625
EXOSC7,goF,GO:0000175
EXOSC7,goF,GO:0003723
DDX21,goF,GO:0097322
DDX21,goF,GO:0005524
DDX21,goF,GO:0016887
DDX21,goF,GO:0003725
DDX21,goF,GO:0042802
DDX21,goF,GO:0035198
DDX21,goF,GO:0003723
DDX21,goF,GO:0003724
DDX21,goF,GO:0019843
DDX21,goF,GO:0030515
FDXACB1,goF,GO:0070042
ISG20L2,goF,GO:0000175
ISG20L2,goF,GO:0004527
ISG20L2,goF,GO:0003723
LRRC47,goF,GO:0004826
LRRC47,goF,GO:0003723
RPP25,goF,GO:0004526
RPP25,goF,GO:0033204
RPP25,goF,GO:0003723
EXOSC6,goF,GO:0003723
PIN4,goF,GO:0003681
PIN4,goF,GO:0003677
PIN4,goF,GO:0003690
PIN4,goF,GO:0003755
PIN4,goF,GO:0003723
ERI1,goF,GO:0008408
ERI1,goF,GO:0000175
ERI1,goF,GO:0071207
ERI1,goF,GO:0046872
ERI1,goF,GO:0043022
ERI1,goF,GO:0019843
PARN,goF,GO:0000175
PARN,goF,GO:0043169
PARN,goF,GO:0046872
PARN,goF,GO:0003730
PARN,goF,GO:0004518
PARN,goF,GO:0004535
PARN,goF,GO:0019901
PARN,goF,GO:0003723
PARN,goF,GO:0070034
EIF1AD,goF,GO:0003723
EIF1AD,goF,GO:0003743
NGDN,goF,GO:0003723
NGDN,goF,GO:0045182
XPO5,goF,GO:0003729
XPO5,goF,GO:0005049
XPO5,goF,GO:0070883
XPO5,goF,GO:1905172
XPO5,goF,GO:0003723
XPO5,goF,GO:0031267
XPO5,goF,GO:0000049
TAH1,goF,GO:0051087
TAH1,goF,GO:0030544
TAH1,goF,GO:0051879
ARB1,goF,GO:0005524
ARB1,goF,GO:0016887
NHP2,goF,GO:0034513
NHP2,goF,GO:0003723
MDN1,goF,GO:0005524
MDN1,goF,GO:0016887
KRR1,goF,GO:0003723
DBP2,goF,GO:0005524
DBP2,goF,GO:0016887
DBP2,goF,GO:0008186
DBP2,goF,GO:0003729
DBP2,goF,GO:0003723
DBP2,goF,GO:0003724
DBP2,goF,GO:0030515
RCL1,goF,GO:0004521
RCL1,goF,GO:0008047
YGR283C,goF,GO:0008168
YMR310C,goF,GO:0008168
PNO1,goF,GO:0003723
PNO1,goF,GO:0051082
DBP3,goF,GO:0005524
DBP3,goF,GO:0016887
DBP3,goF,GO:0008186
DBP3,goF,GO:0003723
DBP3,goF,GO:0003724
RLP7,goF,GO:0003729
RLP7,goF,GO:0003723
RLP7,goF,GO:0042134
RLP7,goF,GO:0003735
NOB1,goF,GO:0004521
NOB1,goF,GO:0046872
NOB1,goF,GO:0070181
DBP5,goF,GO:0005524
DBP5,goF,GO:0016887
DBP5,goF,GO:0008186
DBP5,goF,GO:0003723
DBP5,goF,GO:0003724
RPA135,goF,GO:0003677
RPA135,goF,GO:0003899
RPA135,goF,GO:0046872
RPA135,goF,GO:0032549
BUD23,goF,GO:0016435
TGS1,goF,GO:0008173
TGS1,goF,GO:0071164
FAL1,goF,GO:0005524
FAL1,goF,GO:0016887
FAL1,goF,GO:0003729
FAL1,goF,GO:0003723
FAL1,goF,GO:0003724
KRE33,goF,GO:0005524
KRE33,goF,GO:1990883
KRE33,goF,GO:0030515
KRE33,goF,GO:0000049
NOP2,goF,GO:0003723
NOP2,goF,GO:0009383
RIO2,goF,GO:0005524
RIO2,goF,GO:0046872
RIO2,goF,GO:0004672
RIO2,goF,GO:0106310
RIO2,goF,GO:0004674
PUS7,goF,GO:0009982
PUS7,goF,GO:0003723
PUS7,goF,GO:0106029
DIM1,goF,GO:0052909
DIM1,goF,GO:0003723
DIM1,goF,GO:0000179
RPO21,goF,GO:0003677
RPO21,goF,GO:0003899
RPO21,goF,GO:0019900
RPO21,goF,GO:0046872
RPO21,goF,GO:1990841
RPO21,goF,GO:0008022
RPO21,goF,GO:0003723
RPO21,goF,GO:0003968
RPO21,goF,GO:0031625
CFD1,goF,GO:0051539
CFD1,goF,GO:0005524
CFD1,goF,GO:0140663
CFD1,goF,GO:0051536
CFD1,goF,GO:0046872
NBP35,goF,GO:0051539
NBP35,goF,GO:0005524
NBP35,goF,GO:0016887
NBP35,goF,GO:0140663
NBP35,goF,GO:0005506
NBP35,goF,GO:0051536
RLP24,goF,GO:0001671
RLP24,goF,GO:0051117
NOG1,goF,GO:0005525
NOG1,goF,GO:0003924
NOG1,goF,GO:0003723
RLI1,goF,GO:0005524
RLI1,goF,GO:0005506
RLI1,goF,GO:0043024
RLI1,goF,GO:0003743
CBF5,goF,GO:0003677
CBF5,goF,GO:0003729
CBF5,goF,GO:0009982
FAP7,goF,GO:0004017
FAP7,goF,GO:0005524
FAP7,goF,GO:0016887
RPB5,goF,GO:0003677
RPB5,goF,GO:0003899
SNU13,goF,GO:0003723
SNU13,goF,GO:0034511
SNU13,goF,GO:0030621
RIO1,goF,GO:0005524
RIO1,goF,GO:0016787
RIO1,goF,GO:0046872
RIO1,goF,GO:0004672
RIO1,goF,GO:0106310
RIO1,goF,GO:0004674
SDO1,goF,GO:0005085
TIF6,goF,GO:0043023
TIF6,goF,GO:0043022
TIF6,goF,GO:0003743
NOP1,goF,GO:1990259
NOP1,goF,GO:0008171
NOP1,goF,GO:0003723
NOP1,goF,GO:0008649
NOP56,goF,GO:0003729
NOP56,goF,GO:0030515
NOP58,goF,GO:0003729
NOP58,goF,GO:0030515
NOP58,goF,GO:0017069
SPB1,goF,GO:0008173
SPB1,goF,GO:0016435
SPB1,goF,GO:0070039
SPB1,goF,GO:0008650
TSR3,goF,GO:0106388
TSR3,goF,GO:1904047
DBP6,goF,GO:0005524
DBP6,goF,GO:0016887
DBP6,goF,GO:0003723
DBP6,goF,GO:0003724
DIS3,goF,GO:0000175
DIS3,goF,GO:0004519
DIS3,goF,GO:0004521
DIS3,goF,GO:0000049
RIA1,goF,GO:0005525
RIA1,goF,GO:0003924
RIA1,goF,GO:0043022
TRM112,goF,GO:0046982
TRM112,goF,GO:0008276
RRP4,goF,GO:0003723
RRP45,goF,GO:0003723
SKI6,goF,GO:0003723
RRP3,goF,GO:0005524
RRP3,goF,GO:0016887
RRP3,goF,GO:0008186
RRP3,goF,GO:0003723
RRP3,goF,GO:0003724
DBP8,goF,GO:0005524
DBP8,goF,GO:0016887
DBP8,goF,GO:0003723
DBP8,goF,GO:0003724
NOP10,goF,GO:0034513
NOP10,goF,GO:0003723
NOP10,goF,GO:0070034
RPB11,goF,GO:0003677
RPB11,goF,GO:0046983
RPB11,goF,GO:0001055
SPB4,goF,GO:0005524
SPB4,goF,GO:0016887
SPB4,goF,GO:0003723
SPB4,goF,GO:0003724
ROK1,goF,GO:0005524
ROK1,goF,GO:0016887
ROK1,goF,GO:0008186
ROK1,goF,GO:0003723
ROK1,goF,GO:0003724
DBP9,goF,GO:0005524
DBP9,goF,GO:0016887
DBP9,goF,GO:0003678
DBP9,goF,GO:0033677
DBP9,goF,GO:0003729
DBP9,goF,GO:0003724
HAS1,goF,GO:0005524
HAS1,goF,GO:0016887
HAS1,goF,GO:0008186
HAS1,goF,GO:0042802
HAS1,goF,GO:0003723
HAS1,goF,GO:0003724
DBP7,goF,GO:0005524
DBP7,goF,GO:0016887
DBP7,goF,GO:0003723
DBP7,goF,GO:0003724
DBP10,goF,GO:0005524
DBP10,goF,GO:0016887
DBP10,goF,GO:0042802
DBP10,goF,GO:0003723
DBP10,goF,GO:0003724
HCA4,goF,GO:0005524
HCA4,goF,GO:0016887
HCA4,goF,GO:0008186
HCA4,goF,GO:0034512
HCA4,goF,GO:0042802
HCA4,goF,GO:0003724
HCA4,goF,GO:0034511
DRS1,goF,GO:0005524
DRS1,goF,GO:0016887
DRS1,goF,GO:0003723
DRS1,goF,GO:0003724
MAK5,goF,GO:0005524
MAK5,goF,GO:0016887
MAK5,goF,GO:0003723
MAK5,goF,GO:0003724
EMG1,goF,GO:0042802
EMG1,goF,GO:0070037
EMG1,goF,GO:0019843
NOG2,goF,GO:0005525
NOG2,goF,GO:0003924
NOG2,goF,GO:0070180
FCF1,goF,GO:0004521
SEN1,goF,GO:0043139
SEN1,goF,GO:0033678
SEN1,goF,GO:0032574
SEN1,goF,GO:0005524
SEN1,goF,GO:0016787
SEN1,goF,GO:0003729
SEN1,goF,GO:0019904
SEN1,goF,GO:0003723
SEN1,goF,GO:0001147
RNT1,goF,GO:0003725
RNT1,goF,GO:0004525
RVB2,goF,GO:0043138
RVB2,goF,GO:0043139
RVB2,goF,GO:0005524
RVB2,goF,GO:0016887
RVB2,goF,GO:0003678
ACL4,goF,GO:0140318
ACL4,goF,GO:0051082
NUG1,goF,GO:0005525
NUG1,goF,GO:0003924
NUG1,goF,GO:0003729
NUG1,goF,GO:0003723
JJJ1,goF,GO:0001671
JJJ1,goF,GO:0046872
POP4,goF,GO:0033204
POP4,goF,GO:0003723
POP4,goF,GO:0042134
SRD1,goF,GO:0043565
SRD1,goF,GO:0008270
SAM2,goF,GO:0005524
SAM2,goF,GO:0042802
SAM2,goF,GO:0046872
SAM2,goF,GO:0004478
SAM2,goF,GO:0036094
CKA2,goF,GO:0005524
CKA2,goF,GO:0106310
CKA2,goF,GO:0004674
CKA1,goF,GO:0005524
CKA1,goF,GO:0004672
CKA1,goF,GO:0106310
CKA1,goF,GO:0004674
POP5,goF,GO:0000171
POP5,goF,GO:0004526
POP5,goF,GO:0033204
POP5,goF,GO:0003723
RRP5,goF,GO:0034512
RRP5,goF,GO:0034513
RRP5,goF,GO:0003729
RRP5,goF,GO:0008266
RRP5,goF,GO:0003723
RRP5,goF,GO:0042134
RRP5,goF,GO:0030515
RRP5,goF,GO:0034511
MRT4,goF,GO:0070180
AIR1,goF,GO:0003676
AIR1,goF,GO:0008270
AIR2,goF,GO:0060090
AIR2,goF,GO:0030674
AIR2,goF,GO:0003723
AIR2,goF,GO:0008270
YAR1,goF,GO:0051082
CIC1,goF,GO:0034513
CIC1,goF,GO:0042802
CIC1,goF,GO:0070180
CIC1,goF,GO:0070628
CIC1,goF,GO:0030674
CIC1,goF,GO:0003723
CIC1,goF,GO:0019843
RRP40,goF,GO:0030145
RRP40,goF,GO:0003723
RPA190,goF,GO:0003682
RPA190,goF,GO:0003677
RPA190,goF,GO:0001054
RPA190,goF,GO:0008270
MTR3,goF,GO:0003723
MAK11,goF,GO:0003674
UTP30,goF,GO:0003723
RVB1,goF,GO:0043139
RVB1,goF,GO:0005524
RVB1,goF,GO:0016887
RVB1,goF,GO:0003678
RRP17,goF,GO:0003723
NMD3,goF,GO:0070180
NMD3,goF,GO:0043023
RSA4,goF,GO:0003674
REH1,goF,GO:0046872
RRP7,goF,GO:0019843
SSA3,goF,GO:0005524
SSA3,goF,GO:0016887
SSA3,goF,GO:0140662
SSA3,goF,GO:0031072
SSA3,goF,GO:0051787
SSA3,goF,GO:0044183
SSA3,goF,GO:0051082
SSA4,goF,GO:0005524
SSA4,goF,GO:0016887
SSA4,goF,GO:0140662
SSA4,goF,GO:0031072
SSA4,goF,GO:0051787
SSA4,goF,GO:0044183
SSA4,goF,GO:0051082
SSA1,goF,GO:0005524
SSA1,goF,GO:0016887
SSA1,goF,GO:0140662
SSA1,goF,GO:0031072
SSA1,goF,GO:0051787
SSA1,goF,GO:0044183
SSA1,goF,GO:0000049
SSA1,goF,GO:0051082
SSA2,goF,GO:0005524
SSA2,goF,GO:0016887
SSA2,goF,GO:0140662
SSA2,goF,GO:0031072
SSA2,goF,GO:0051787
SSA2,goF,GO:0044183
SSA2,goF,GO:0000049
SSA2,goF,GO:0051082
RKM2,goF,GO:0016279
HIT1,goF,GO:0046872
GRC3,goF,GO:0005524
GRC3,goF,GO:0051731
ARX1,goF,GO:0046872
ARX1,goF,GO:0008237
XRN1,goF,GO:0004534
XRN1,goF,GO:0003682
XRN1,goF,GO:0031370
XRN1,goF,GO:0003729
XRN1,goF,GO:0003723
CIA1,goF,GO:0003674
RAT1,goF,GO:0004534
RAT1,goF,GO:0003729
RAT1,goF,GO:0003723
RAT1,goF,GO:0019843
TMA23,goF,GO:0003674
NSR1,goF,GO:0003730
NSR1,goF,GO:0003729
NSR1,goF,GO:0008139
NSR1,goF,GO:0003723
NSR1,goF,GO:0043047
NAF1,goF,GO:0003723
RRP15,goF,GO:0003674
RRP14,goF,GO:0003677
RRP14,goF,GO:0003723
RRP46,goF,GO:0003723
DHR2,goF,GO:0005524
DHR2,goF,GO:0016887
DHR2,goF,GO:0042802
DHR2,goF,GO:0003723
DHR2,goF,GO:0003724
YCR087C-A,goF,GO:0003677
YCR087C-A,goF,GO:0046872
IMP4,goF,GO:0042134
IMP4,goF,GO:0043047
IMP4,goF,GO:0030515
CMS1,goF,GO:0003674
RRP42,goF,GO:0003723
RRP36,goF,GO:0003674
LCP5,goF,GO:0003674
IPI3,goF,GO:0003682
HSP82,goF,GO:0005524
HSP82,goF,GO:0016887
HSP82,goF,GO:0140662
HSP82,goF,GO:0042802
HSP82,goF,GO:0051082
SSB2,goF,GO:0005524
SSB2,goF,GO:0016887
SSB2,goF,GO:0140662
SSB2,goF,GO:0031072
SSB2,goF,GO:0051787
SSB2,goF,GO:0044183
SSB2,goF,GO:0051082
EFG1,goF,GO:0003674
SQS1,goF,GO:0003676
YVH1,goF,GO:1990275
YVH1,goF,GO:0004725
YVH1,goF,GO:0008138
TSR2,goF,GO:0003674
BMT6,goF,GO:0070042
BMT6,goF,GO:0008757
UBA2,goF,GO:0005524
UBA2,goF,GO:0046872
UBA2,goF,GO:0019948
CKB1,goF,GO:0019887
CKB1,goF,GO:0030291
RPF1,goF,GO:0042134
GAR1,goF,GO:0034513
CSL4,goF,GO:0003723
RRP6,goF,GO:0000175
RRP6,goF,GO:0000166
RRP6,goF,GO:0042134
RRP6,goF,GO:0003727
PWP2,goF,GO:0003729
UTP13,goF,GO:0034511
NOP6,goF,GO:0019843
NOP6,goF,GO:0030515
NOP16,goF,GO:0003674
IPI1,goF,GO:0003682
REX2,goF,GO:0008408
REX2,goF,GO:0000175
REX2,goF,GO:0003676
PXR1,goF,GO:0008047
PXR1,goF,GO:0003676
PXR1,goF,GO:0010521
SGD1,goF,GO:0003723
NAN1,goF,GO:0003729
NAN1,goF,GO:0003723
NAN1,goF,GO:0034511
YTM1,goF,GO:0043021
RCM1,goF,GO:0003723
RCM1,goF,GO:0009383
NIP7,goF,GO:0003723
LAS1,goF,GO:0004519
BCD1,goF,GO:0046872
BCD1,goF,GO:0030515
RPP1,goF,GO:0004526
RPP1,goF,GO:0003723
KAP114,goF,GO:0061608
KAP114,goF,GO:0031267
NOP53,goF,GO:0008097
NOP53,goF,GO:0019843
UTP6,goF,GO:0042802
UTP6,goF,GO:0030515
UTP6,goF,GO:0034511
TSR4,goF,GO:0051082
KRI1,goF,GO:0003674
FCF2,goF,GO:0003674
BUD20,goF,GO:0003676
BUD20,goF,GO:0043023
BUD20,goF,GO:0008270
RPB8,goF,GO:0003697
RIX7,goF,GO:0005524
RIX7,goF,GO:0016887
RIX7,goF,GO:1990275
NOP12,goF,GO:0003723
NOP12,goF,GO:0019843
UTP5,goF,GO:0003674
SAS10,goF,GO:0042802
REX4,goF,GO:0008408
REX4,goF,GO:0004527
REX4,goF,GO:0003676
RNH70,goF,GO:0008408
RNH70,goF,GO:0000175
RNH70,goF,GO:0004527
RNH70,goF,GO:0003723
MEX67,goF,GO:0003729
MEX67,goF,GO:0015288
MEX67,goF,GO:0003723
MEX67,goF,GO:0030619
MEX67,goF,GO:0030620
MEX67,goF,GO:0030621
MEX67,goF,GO:0030623
MEX67,goF,GO:0017070
POP1,goF,GO:0004526
POP1,goF,GO:0003723
MTR4,goF,GO:0034458
MTR4,goF,GO:0005524
MTR4,goF,GO:0016887
MTR4,goF,GO:0003677
MTR4,goF,GO:0003729
MTR4,goF,GO:0016491
MTR4,goF,GO:0008143
MTR4,goF,GO:0003724
UTP23,goF,GO:0070181
RRS1,goF,GO:0003674
GSP1,goF,GO:0005525
GSP1,goF,GO:0003924
GSP2,goF,GO:0005525
GSP2,goF,GO:0003924
RNA1,goF,GO:0005096
RNA1,goF,GO:0031267
DIP2,goF,GO:0030515
DIP2,goF,GO:0034511
SMT3,goF,GO:0042802
SMT3,goF,GO:0031386
SMT3,goF,GO:0044389
RAI1,goF,GO:0030234
RAI1,goF,GO:0046872
RAI1,goF,GO:0034353
RAI1,goF,GO:0000166
RAI1,goF,GO:1990174
RAI1,goF,GO:0003723
RAI1,goF,GO:0110152
PRP43,goF,GO:0005524
PRP43,goF,GO:0016887
PRP43,goF,GO:0003729
PRP43,goF,GO:0003723
PRP43,goF,GO:0003724
NOP9,goF,GO:0003729
NOP9,goF,GO:0003723
ECM16,goF,GO:0005524
ECM16,goF,GO:0016887
ECM16,goF,GO:0003723
ECM16,goF,GO:0003724
NMD5,goF,GO:0061608
NMD5,goF,GO:0031267
UBC9,goF,GO:0005524
UBC9,goF,GO:0061656
UBC9,goF,GO:0019789
TRF5,goF,GO:0046872
TRF5,goF,GO:0004652
PAP2,goF,GO:0051575
PAP2,goF,GO:0046872
PAP2,goF,GO:0003729
PAP2,goF,GO:0004652
SOF1,goF,GO:0003729
PSE1,goF,GO:0061608
PSE1,goF,GO:0008139
MPP10,goF,GO:0042802
LSG1,goF,GO:0005525
LSG1,goF,GO:0003924
LSG1,goF,GO:0003729
HRR25,goF,GO:0005524
HRR25,goF,GO:0042802
HRR25,goF,GO:0004672
HRR25,goF,GO:0106310
HRR25,goF,GO:0004674
HRR25,goF,GO:0004713
UTP14,goF,GO:0005524
KAP104,goF,GO:0061608
KAP104,goF,GO:0008139
KAP104,goF,GO:0003723
KAP104,goF,GO:0031267
BFR2,goF,GO:0003674
UTP18,goF,GO:0003674
RRP8,goF,GO:0016433
RRP8,goF,GO:0106142
RRP1,goF,GO:0003674
PUF6,goF,GO:0003730
PUF6,goF,GO:0048027
PUF6,goF,GO:0003729
PUF6,goF,GO:0000900
NSA2,goF,GO:0003674
NOC3,goF,GO:0003682
UTP15,goF,GO:0034511
ULP1,goF,GO:0008234
ULP1,goF,GO:0016929
ULP1,goF,GO:0044877
RRP9,goF,GO:0030515
RRP9,goF,GO:0034511
RRB1,goF,GO:0051082
NOP4,goF,GO:0042802
NOP4,goF,GO:0070180
NOP4,goF,GO:0003729
